0.219933 0.552397 
0.231069 0.627090 
0.248886 0.698439 
0.268931 0.767559 
0.301225 0.831104 
0.347996 0.886845 
0.410356 0.931438 
0.476058 0.961538 
0.540646 0.964883 
0.596325 0.943701 
0.641982 0.896878 
0.679844 0.842252 
0.707684 0.783166 
0.726615 0.718506 
0.734410 0.653846 
0.739978 0.591416 
0.738864 0.528986 
0.722160 0.481048 
0.684298 0.459866 
0.636414 0.464326 
0.592984 0.481048 
0.551782 0.504459 
0.458241 0.504459 
0.411470 0.484392 
0.361359 0.474359 
0.310134 0.481048 
0.270045 0.508919 
0.327951 0.563545 
0.359131 0.546823 
0.396993 0.549052 
0.430401 0.573579 
0.394766 0.581382 
0.356904 0.581382 
0.578508 0.568004 
0.605234 0.536789 
0.641982 0.532330 
0.674276 0.544593 
0.649777 0.565775 
0.613029 0.572464 
0.510579 0.559086 
0.515033 0.605909 
0.519488 0.652731 
0.523942 0.699554 
0.480512 0.734114 
0.502784 0.737458 
0.526169 0.741917 
0.546214 0.734114 
0.566258 0.724080 
0.438196 0.819955 
0.477171 0.802118 
0.511693 0.786511 
0.533964 0.792085 
0.554009 0.782051 
0.585189 0.794314 
0.617483 0.804348 
0.590757 0.837793 
0.562918 0.854515 
0.540646 0.858974 
0.515033 0.858974 
0.479399 0.847826 
0.453786 0.819955 
0.512806 0.817726 
0.536192 0.818841 
0.556236 0.814381 
0.603007 0.808807 
0.558463 0.816611 
0.537305 0.821070 
0.512806 0.821070 
0.722160 0.431048 
0.684298 0.409866 
0.636414 0.414326 
0.592984 0.431048 
0.551782 0.454459 
0.458241 0.454459 
0.411470 0.434392 
0.361359 0.424359 
0.310134 0.431048 
0.270045 0.458919 
