0.207684 0.506689 
0.216592 0.584727 
0.233296 0.661650 
0.251114 0.739688 
0.277840 0.809922 
0.326837 0.870123 
0.388085 0.915831 
0.449332 0.958194 
0.520601 0.967113 
0.587416 0.948161 
0.641982 0.896878 
0.697661 0.842252 
0.738864 0.778707 
0.761136 0.710702 
0.775612 0.634894 
0.782294 0.557971 
0.778953 0.482163 
0.737751 0.434225 
0.703229 0.390747 
0.646437 0.385173 
0.594098 0.408584 
0.543987 0.442029 
0.417038 0.449833 
0.371381 0.417503 
0.323497 0.395206 
0.268931 0.400780 
0.238864 0.445373 
0.293430 0.530100 
0.323497 0.503344 
0.368040 0.505574 
0.407016 0.537904 
0.365813 0.547938 
0.320156 0.549052 
0.568485 0.530100 
0.606347 0.495541 
0.650891 0.489967 
0.680958 0.512263 
0.656459 0.533445 
0.611915 0.536789 
0.486080 0.516722 
0.489421 0.572464 
0.492762 0.628205 
0.496102 0.685061 
0.428174 0.708473 
0.462695 0.720736 
0.499443 0.735229 
0.533964 0.716276 
0.567372 0.700669 
0.358018 0.778707 
0.415924 0.776477 
0.466036 0.774247 
0.502784 0.779822 
0.539532 0.767559 
0.588530 0.760870 
0.646437 0.749721 
0.596325 0.808807 
0.548441 0.836678 
0.508352 0.845596 
0.468263 0.844482 
0.417038 0.829989 
0.378062 0.786511 
0.466036 0.799888 
0.503898 0.801003 
0.540646 0.792085 
0.626392 0.759755 
0.543987 0.794314 
0.506125 0.803233 
0.467149 0.801003 
0.737751 0.384225 
0.703229 0.340747 
0.646437 0.335173 
0.594098 0.358584 
0.543987 0.392029 
0.417038 0.399833 
0.371381 0.367503 
0.323497 0.345206 
0.268931 0.350780 
0.238864 0.395373 
