0.274499 0.481048 
0.273385 0.545708 
0.280067 0.608138 
0.294543 0.670569 
0.323497 0.732999 
0.355791 0.790970 
0.398107 0.843367 
0.442650 0.890190 
0.501670 0.901338 
0.558463 0.891304 
0.601893 0.850056 
0.639755 0.801003 
0.669822 0.745262 
0.694321 0.681717 
0.706570 0.617057 
0.711025 0.549052 
0.708797 0.486622 
0.676503 0.506689 
0.641982 0.494426 
0.597439 0.502230 
0.557350 0.517837 
0.523942 0.540134 
0.473831 0.539019 
0.432628 0.524526 
0.394766 0.512263 
0.354677 0.504459 
0.320156 0.514493 
0.365813 0.539019 
0.389198 0.534560 
0.414811 0.536789 
0.443764 0.546823 
0.414811 0.554627 
0.388085 0.553512 
0.555122 0.545708 
0.581849 0.532330 
0.609688 0.527871 
0.635301 0.532330 
0.613029 0.549052 
0.584076 0.552397 
0.497216 0.556856 
0.497216 0.605909 
0.497216 0.653846 
0.496102 0.702899 
0.448218 0.704013 
0.470490 0.718506 
0.499443 0.726310 
0.527283 0.715162 
0.549555 0.699554 
0.421492 0.765329 
0.445991 0.759755 
0.473831 0.758640 
0.500557 0.765329 
0.526169 0.757525 
0.556236 0.757525 
0.584076 0.764214 
0.560690 0.786511 
0.530624 0.797659 
0.505011 0.801003 
0.478285 0.797659 
0.448218 0.785396 
0.433742 0.766444 
0.476058 0.770903 
0.501670 0.775362 
0.528396 0.770903 
0.571826 0.766444 
0.528396 0.772018 
0.502784 0.775362 
0.477171 0.770903 
0.676503 0.456689 
0.641982 0.444426 
0.597439 0.452230 
0.557350 0.467837 
0.523942 0.490134 
0.473831 0.489019 
0.432628 0.474526 
0.394766 0.462263 
0.354677 0.454459 
0.320156 0.464493 
