0.229955 0.525641 
0.237751 0.595875 
0.251114 0.667224 
0.265590 0.737458 
0.288976 0.806578 
0.321269 0.867893 
0.370267 0.919175 
0.423719 0.955964 
0.494989 0.961538 
0.564031 0.952620 
0.614143 0.914716 
0.653118 0.860089 
0.686526 0.794314 
0.709911 0.722965 
0.721047 0.650502 
0.726615 0.578038 
0.724388 0.508919 
0.659800 0.436455 
0.625278 0.409699 
0.579621 0.408584 
0.532851 0.424192 
0.497216 0.450948 
0.424833 0.448718 
0.380290 0.435340 
0.336860 0.428651 
0.296771 0.436455 
0.271158 0.465440 
0.310134 0.516722 
0.330178 0.501115 
0.360245 0.497770 
0.389198 0.512263 
0.361359 0.523411 
0.333519 0.525641 
0.533964 0.506689 
0.560690 0.488852 
0.592984 0.486622 
0.620824 0.500000 
0.595212 0.511148 
0.564031 0.511148 
0.456013 0.496656 
0.457127 0.550167 
0.459354 0.602564 
0.460468 0.657191 
0.412584 0.696210 
0.438196 0.701784 
0.466036 0.707358 
0.494989 0.700669 
0.522829 0.691750 
0.392539 0.806578 
0.414811 0.790970 
0.442650 0.780936 
0.468263 0.787625 
0.491648 0.780936 
0.529510 0.788740 
0.571826 0.803233 
0.533964 0.824415 
0.499443 0.832219 
0.471604 0.833333 
0.444878 0.831104 
0.415924 0.819955 
0.407016 0.805463 
0.442650 0.799888 
0.469376 0.802118 
0.494989 0.799888 
0.560690 0.802118 
0.496102 0.801003 
0.470490 0.802118 
0.443764 0.799888 
0.659800 0.386455 
0.625278 0.359699 
0.579621 0.358584 
0.532851 0.374192 
0.497216 0.400948 
0.424833 0.398718 
0.380290 0.385340 
0.336860 0.378651 
0.296771 0.386455 
0.271158 0.415440 
