0.156459 0.507804 
0.165367 0.594760 
0.182071 0.677258 
0.198775 0.759755 
0.226615 0.834448 
0.276726 0.893534 
0.347996 0.938127 
0.424833 0.977146 
0.510579 0.990524 
0.592984 0.978261 
0.672049 0.938127 
0.741091 0.889075 
0.787862 0.824415 
0.811247 0.748606 
0.829065 0.668339 
0.845768 0.586957 
0.852450 0.500000 
0.785635 0.437570 
0.738864 0.405240 
0.680958 0.391862 
0.619710 0.395206 
0.560690 0.415273 
0.422606 0.411929 
0.370267 0.389632 
0.312361 0.384058 
0.256682 0.398551 
0.214365 0.429766 
0.288976 0.487737 
0.329065 0.463211 
0.374722 0.463211 
0.415924 0.493311 
0.373608 0.498885 
0.327951 0.500000 
0.584076 0.493311 
0.627506 0.464326 
0.672049 0.465440 
0.712138 0.487737 
0.674276 0.501115 
0.627506 0.500000 
0.501670 0.475474 
0.502784 0.526756 
0.502784 0.576923 
0.503898 0.629320 
0.444878 0.682832 
0.474944 0.690635 
0.505011 0.696210 
0.536192 0.690635 
0.564031 0.683946 
0.374722 0.792085 
0.425947 0.766444 
0.472717 0.748606 
0.507238 0.758640 
0.542873 0.749721 
0.590757 0.769788 
0.639755 0.795429 
0.590757 0.828874 
0.542873 0.841137 
0.506125 0.843367 
0.469376 0.838907 
0.423719 0.822185 
0.396993 0.793200 
0.472717 0.788740 
0.507238 0.792085 
0.542873 0.790970 
0.616370 0.797659 
0.540646 0.788740 
0.506125 0.790970 
0.471604 0.787625 
0.785635 0.387570 
0.738864 0.355240 
0.680958 0.341862 
0.619710 0.345206 
0.560690 0.365273 
0.422606 0.361929 
0.370267 0.339632 
0.312361 0.334058 
0.256682 0.348551 
0.214365 0.379766 
